age,target_n,risk0,risk1,rd,rr,se_risk0,se_risk1,se_rd,se_log_rr,risk0_lower,risk0_upper,risk1_lower,risk1_upper,rd_lower,rd_upper,rr_lower,rr_upper,risk0_per1000,risk1_per1000,rd_per1000,risk0_lower_per1000,risk0_upper_per1000,risk1_lower_per1000,risk1_upper_per1000,rd_lower_per1000,rd_upper_per1000,rd_bonferroni_lower_per1000,rd_bonferroni_upper_per1000,contrast,model,rd_grid_lower,rd_grid_upper,negative_grid_supported,positive_grid_supported
34,70747,0.101388098016299,0.10560098849069,0.00421289047439093,1.04155212058238,0.000920104761585083,0.000547997843818478,0.00108206047451912,0.0105604927607182,0.0995989009847345,0.103205752140679,0.104531739568485,0.106679871704263,0.00209209091523914,0.00633369003354272,1.02021545844882,1.06333501507521,101.388098016299,105.60098849069,4.21289047439093,99.5989009847345,103.205752140679,104.531739568485,106.679871704263,2.09209091523914,6.33369003354272,0.8005444260059,7.62523652277595,primary,combined,0.0008005444260059,0.00762523652277595,FALSE,TRUE
35,59784,0.105053159009825,0.11084283500689,0.00578967599706465,1.05511186956808,0.00100825552402762,0.000608194188961339,0.00118862594493643,0.0111572240478424,0.103093355745908,0.107045771624483,0.109656395144335,0.112040496310086,0.00346001195389936,0.00811934004022994,1.03228938700006,1.07843892548262,105.053159009825,110.84283500689,5.78967599706465,103.093355745908,107.045771624483,109.656395144335,112.040496310086,3.46001195389936,8.11934004022994,2.04126900713713,9.53808298699216,primary,combined,0.00204126900713713,0.00953808298699216,FALSE,TRUE
36,50300,0.109600920131243,0.116792704273278,0.00719178414203546,1.06561791756332,0.00106859320953091,0.000646902995678211,0.00126037129849074,0.0113110152319221,0.107523997307465,0.111712938987931,0.11553075765481,0.118066595134143,0.00472150178984563,0.00966206649422529,1.04225397611926,1.08950560252125,109.600920131243,116.792704273278,7.19178414203546,107.523997307465,111.712938987931,115.53075765481,118.066595134143,4.72150178984563,9.66206649422529,3.21712364830092,11.16644463577,primary,combined,0.00321712364830092,0.01116644463577,FALSE,TRUE
37,39582,0.114327033620399,0.122730602859098,0.00840356923869926,1.07350465565827,0.00114253294554703,0.00068399468822423,0.0013418824375956,0.0115275747085114,0.112106738267518,0.116585528387971,0.121396283106986,0.124077517540348,0.00577352798952506,0.0110336104878734,1.04952223251536,1.09803509636764,114.327033620399,122.730602859099,8.40356923869926,112.106738267518,116.585528387971,121.396283106986,124.077517540348,5.77352798952506,11.0336104878734,4.1718582196256,12.6352802577729,primary,combined,0.0041718582196256,0.0126352802577729,FALSE,TRUE
38,30385,0.11945675017679,0.12876914711601,0.00931239693921977,1.07795622202544,0.00130803504810583,0.000767000415536466,0.00152506345935442,0.0125341813993217,0.116916732783617,0.122044323199571,0.127273317197647,0.130279932988462,0.00632332748474704,0.0123014663936925,1.05179719696168,1.10476584265483,119.45675017679,128.76914711601,9.31239693921977,116.916732783617,122.044323199571,127.273317197647,130.279932988462,6.32332748474704,12.3014663936925,4.50301299847726,14.1217808799623,primary,combined,0.00450301299847726,0.0141217808799623,FALSE,TRUE
39,22837,0.124450311122587,0.134492393188064,0.0100420820654766,1.08069149827665,0.0016284398494737,0.000942410456885223,0.00189002806908552,0.0149079210619287,0.121293578843352,0.127677261763306,0.132655991998771,0.136350219857489,0.00633769512029919,0.013746469010654,1.04957164528727,1.11273405649957,124.450311122587,134.492393188064,10.0420820654766,121.293578843352,127.677261763306,132.655991998771,136.350219857489,6.33769512029919,13.746469010654,4.08175917710293,16.0024049538502,primary,combined,0.00408175917710293,0.0160024049538502,FALSE,TRUE
40,15853,0.130497749761463,0.14115649491158,0.0106587451501173,1.08167761643094,0.00214382020511915,0.00123480456804376,0.0024814478501333,0.0186656196113207,0.126353123698431,0.134757357412422,0.138753615702479,0.143594048305651,0.00579519673434173,0.0155222935658929,1.04282068854469,1.12198240669789,130.497749761463,141.15649491158,10.6587451501173,126.353123698431,134.757357412422,138.753615702479,143.594048305651,5.79519673434173,15.5222935658929,2.8333426286557,18.484147671579,primary,combined,0.0028333426286557,0.018484147671579,FALSE,TRUE
41,10370,0.136520393526015,0.147506999012334,0.0109866054863196,1.08047592892578,0.00282600808525501,0.0016305421244009,0.00326695398267402,0.0234964285588403,0.131075512032232,0.142154452866213,0.144339739011688,0.150731515589119,0.00458349334112881,0.0173897176315104,1.03184603522727,1.13139770191675,136.520393526015,147.506999012334,10.9866054863196,131.075512032232,142.154452866213,144.339739011688,150.731515589119,4.58349334112881,17.3897176315104,0.684059764013494,21.2891512086257,primary,combined,0.000684059764013494,0.0212891512086257,FALSE,TRUE
42,6233,0.142471738496797,0.153550179707471,0.0110784412106735,1.07775886872415,0.00365521334035324,0.00211650333636603,0.00422543832171881,0.0291351229558227,0.135456731305862,0.149787095130857,0.14944762157098,0.157744472249754,0.00279673428120925,0.0193601481401377,1.01793897652579,1.14109411850793,142.471738496797,153.550179707471,11.0784412106735,135.456731305862,149.787095130857,149.44762157098,157.744472249754,2.79673428120925,19.3601481401377,-2.24674541183917,24.4036278331861,primary,combined,-0.00224674541183917,0.0244036278331861,FALSE,FALSE
43,3273,0.148416762980425,0.159274530330509,0.010857767350084,1.0731572844741,0.00461978349837049,0.00268319655425966,0.00533943636537702,0.0353741049043837,0.139588297687195,0.15770125628318,0.154085663447473,0.164604131959765,0.000392664376201625,0.0213228703239664,1.00127387585254,1.15020134350277,148.416762980425,159.274530330509,10.857767350084,139.588297687195,157.70125628318,154.085663447473,164.604131959765,0.392664376201625,21.3228703239664,-5.9804824622426,27.6960171624107,primary,combined,-0.0059804824622426,0.0276960171624107,FALSE,FALSE
44,1704,0.155320095837218,0.166106264364718,0.0107861685275003,1.06944477126002,0.00568878888981369,0.00331443111032323,0.00657351428997367,0.0416453104092159,0.144493921134713,0.166799268407579,0.15971140893585,0.172704544174636,-0.00209768273270743,0.0236700197877081,0.985620684124292,1.16039784594372,155.320095837218,166.106264364718,10.7861685275003,144.493921134713,166.799268407579,159.71140893585,172.704544174636,-2.09768273270743,23.6700197877081,-9.9438239633194,31.5161610183201,primary,combined,-0.0099438239633194,0.0315161610183201,FALSE,FALSE
45,701,0.154115999413161,0.1642878670788,0.0101718676656387,1.066001373669,0.00662709892567231,0.00387431634490766,0.00765316933372655,0.0488985217255799,0.141569869186227,0.16755696291349,0.156834632561717,0.172023036907991,-0.00482806859605169,0.0251718039273292,0.968579487106178,1.17322217101591,154.115999413161,164.2878670788,10.1718676656387,141.569869186227,167.55696291349,156.834632561717,172.023036907991,-4.82806859605169,25.1718039273292,-13.9628851957198,34.3066205269973,primary,combined,-0.0139628851957198,0.0343066205269973,FALSE,FALSE
15,40161,0.0803944498312647,0.0664990900239562,-0.0138953598073085,0.827160210232514,0.000506540006868039,0.00211981614309132,0.00217913070446615,0.0324894979344273,0.0794072272587009,0.0813928608039835,0.0624629377358115,0.0707763568805603,-0.0181663775056675,-0.00962434210894943,0.776130095537395,0.88154552609915,80.3944498312647,66.4990900239562,-13.8953598073085,79.4072272587009,81.3928608039835,62.4629377358115,70.7763568805603,-18.1663775056675,-9.62434210894943,-20.7673861158234,-7.02333349879354,broad,original,-0.0207673861158234,-0.00702333349879354,TRUE,FALSE
16,98382,0.079727768295267,0.06604153766811,-0.013686230627157,0.828337969069059,0.00039487189195268,0.00165100333563728,0.0016970299216538,0.0254785501945334,0.078957256520711,0.080505141961705,0.0628783708363137,0.0693520549180428,-0.0170123481542853,-0.0103601131000287,0.78798905924057,0.870752941243535,79.727768295267,66.04153766811,-13.686230627157,78.957256520711,80.505141961705,62.8783708363137,69.3520549180428,-17.0123481542853,-10.3601131000287,-19.0379216680113,-8.33453958630273,broad,original,-0.0190379216680113,-0.00833453958630273,TRUE,FALSE
17,195994,0.0810938166402094,0.0673348148908354,-0.013759001749374,0.830332295119135,0.000298719097358716,0.00124675715737729,0.00128175758995755,0.0188750912198828,0.0805102616309332,0.0816812256364988,0.0649319711058756,0.0698199378509251,-0.0162712004626016,-0.0112468030361463,0.800175818974289,0.86162528780436,81.0938166402094,67.3348148908355,-13.759001749374,80.5102616309332,81.6812256364988,64.9319711058756,69.8199378509251,-16.2712004626016,-11.2468030361463,-17.8011052639885,-9.71689823475949,broad,original,-0.0178011052639885,-0.00971689823475949,TRUE,FALSE
18,369890,0.0833486618636527,0.0694428014684171,-0.0139058603952356,0.833160364134174,0.000216378522362261,0.000896874231304788,0.000922518605385838,0.0131725590859714,0.082925547405114,0.08377373798584,0.0677054160955201,0.071221363948375,-0.01571396363686,-0.0120977571536113,0.811925344945176,0.854950762019951,83.3486618636527,69.4428014684171,-13.9058603952356,82.925547405114,83.77373798584,67.7054160955201,71.221363948375,-15.71396363686,-12.0977571536113,-16.8150810827846,-10.9966397076867,broad,original,-0.0168150810827846,-0.0109966397076867,TRUE,FALSE
19,635199,0.0858802242231015,0.0718802240266384,-0.0140000001964631,0.836982258452265,0.000160525519048018,0.000629942337446058,0.000649316968512941,0.00895200288149052,0.0855661217142487,0.0861953710771501,0.0706553000153152,0.0731247131385864,-0.0152726380692992,-0.012727362323627,0.822424981383405,0.851797205607098,85.8802242231015,71.8802240266384,-14.0000001964631,85.5661217142487,86.1953710771501,70.6553000153152,73.1247131385864,-15.2726380692992,-12.727362323627,-16.047662266958,-11.9523381259682,broad,original,-0.016047662266958,-0.0119523381259682,TRUE,FALSE
20,834055,0.0855723969876636,0.072010469967954,-0.0135619270197096,0.841515167307225,0.000132155206327848,0.00047997108264852,0.000497445219942445,0.00683730061897586,0.0853137326207542,0.0858317720121739,0.0710753932190574,0.0729568825166486,-0.0145369017350784,-0.0125869523043408,0.830313362430933,0.85286809637128,85.5723969876636,72.010469967954,-13.5619270197096,85.3137326207542,85.8317720121739,71.0753932190574,72.9568825166486,-14.5369017350784,-12.5869523043408,-15.1306519390011,-11.993202100418,broad,original,-0.0151306519390011,-0.011993202100418,TRUE,FALSE
21,972880,0.0842876985969558,0.0714299923557796,-0.0128577062411762,0.847454534229737,0.000126188166219584,0.000448429064655162,0.000466073307361103,0.00645665561725843,0.0840407035689519,0.0845353525455746,0.0705560633298507,0.0723139039318493,-0.0137711931377594,-0.0119442193445929,0.8367977281814,0.858247057084331,84.2876985969558,71.4299923557796,-12.8577062411762,84.040703568952,84.5353525455746,70.5560633298507,72.3139039318493,-13.7711931377594,-11.9442193445929,-14.32749785272,-11.3879146296323,broad,original,-0.01432749785272,-0.0113879146296323,TRUE,FALSE
22,1121260,0.0832404053184715,0.0711948621173258,-0.0120455432011457,0.855292112585704,0.000121487462014598,0.000439666732996778,0.00045665086913178,0.00635182346415238,0.0830026036974787,0.0834788262166531,0.0703379318313211,0.0720614231814502,-0.0129405624581529,-0.0111505239441385,0.844710290852417,0.866006494502534,83.2404053184715,71.1948621173258,-12.0455432011457,83.0026036974787,83.4788262166531,70.3379318313211,72.0614231814502,-12.9405624581529,-11.1505239441385,-13.4856205586205,-10.6054658436709,broad,original,-0.0134856205586205,-0.0106054658436709,TRUE,FALSE
23,1242664,0.0825029741050041,0.0713964540576249,-0.0111065200473791,0.865380367582343,0.000109912926122899,0.000406674620567695,0.000421836894192508,0.00585670747861571,0.082287804530094,0.0827186556008143,0.0706034820313655,0.0721976403764401,-0.0119333051673467,-0.0102797349274116,0.855503518275919,0.875371245820429,82.5029741050041,71.3964540576249,-11.1065200473791,82.2878045300941,82.7186556008143,70.6034820313655,72.1976403764401,-11.9333051673467,-10.2797349274116,-12.4368093360629,-9.77623075869541,broad,original,-0.0124368093360629,-0.00977623075869541,TRUE,FALSE
24,1360984,0.0820374256188207,0.0720232677394919,-0.0100141578793287,0.877931836551544,9.50998372420316e-05,0.000359682139818703,0.000372669749640815,0.00513445991870988,0.0818512260803784,0.082224010800876,0.0713214781981531,0.0727314219373492,-0.0107445771667523,-0.00928373859190516,0.86914120131399,0.886811381701277,82.0374256188207,72.023267739492,-10.0141578793287,81.8512260803784,82.224010800876,71.3214781981531,72.7314219373492,-10.7445771667523,-9.28373859190516,-11.189395472315,-8.83892028634241,broad,original,-0.011189395472315,-0.00883892028634241,TRUE,FALSE
25,1485728,0.0818296866344996,0.0731006589141961,-0.00872902772030354,0.893326883197139,8.46470471841674e-05,0.000329813565106076,0.000341136325230601,0.00463662999320553,0.0816639345895655,0.0819957450654106,0.0724568631102426,0.0737497201675166,-0.00939764263157386,-0.00806041280903322,0.885245437185992,0.901482105097872,81.8296866344996,73.1006589141961,-8.72902772030354,81.6639345895655,81.9957450654106,72.4568631102426,73.7497201675166,-9.39764263157386,-8.06041280903322,-9.80482266778886,-7.65323277281822,broad,original,-0.00980482266778886,-0.00765323277281822,TRUE,FALSE
26,1599762,0.0816207055770641,0.074422286046179,-0.00719841953088506,0.911806453031841,8.36076007458956e-05,0.00033848814018099,0.000349278398662444,0.00466973577595841,0.0814569874961158,0.0817847234123466,0.0737615746993734,0.0750884358619565,-0.00788299261284127,-0.00651384644892884,0.903499205849737,0.920190081416383,81.6207055770641,74.422286046179,-7.19841953088506,81.4569874961158,81.7847234123467,73.7615746993734,75.0884358619565,-7.88299261284127,-6.51384644892884,-8.29989102118389,-6.09694804058622,broad,original,-0.00829989102118389,-0.00609694804058622,TRUE,FALSE
27,1705131,0.0813343104235999,0.0759487841098114,-0.00538552631378853,0.933785307999293,8.77491048116981e-05,0.000368209623113304,0.000379050006643141,0.0049732477010232,0.0811624909910258,0.0815064613288027,0.0752302460869508,0.0766736160132077,-0.00612845067514875,-0.0046426019524283,0.924727558215292,0.942931778867057,81.3343104235999,75.9487841098114,-5.38552631378853,81.1624909910258,81.5064613288027,75.2302460869508,76.6736160132077,-6.12845067514875,-4.6426019524283,-6.5808844502031,-4.19016817737395,broad,original,-0.0065808844502031,-0.00419016817737395,TRUE,FALSE
28,1801255,0.0808513280894208,0.0775763513513914,-0.00327497673802941,0.959493841159822,8.83334909181904e-05,0.000382466232750035,0.000392999563722196,0.00505556079525818,0.0806783666023176,0.0810246276975353,0.0768300406839672,0.0783292964146591,-0.00404524172886487,-0.00250471174719396,0.950033435791418,0.969048452970192,80.8513280894208,77.5763513513914,-3.27497673802941,80.6783666023176,81.0246276975353,76.8300406839672,78.3292964146591,-4.04524172886487,-2.50471174719396,-4.51432568373456,-2.03562779232427,broad,original,-0.00451432568373456,-0.00203562779232427,TRUE,FALSE
29,1867931,0.0804573025446827,0.0795219047557203,-0.000935397788962372,0.988373985214793,8.37704212902129e-05,0.000374973599539718,0.000384671069233373,0.00483457828520087,0.0802932683289747,0.080621642496261,0.0787900657904136,0.0802599491405715,-0.0016893392305543,-0.000181456347370448,0.979052781094318,0.997783933116945,80.4573025446827,79.5219047557203,-0.935397788962372,80.2932683289747,80.621642496261,78.7900657904136,80.2599491405715,-1.6893392305543,-0.181456347370448,-2.14848230127662,0.277686723351872,broad,original,-0.00214848230127662,0.000277686723351872,FALSE,FALSE
30,1891101,0.0801518852861456,0.0817181506859189,0.00156626539977335,1.01954121720508,7.69625600252897e-05,0.000359209466760084,0.00036782142150411,0.00450509473925954,0.0800011709555604,0.080302858764544,0.0810168702985934,0.0824249568906704,0.000845348660882969,0.00228718213866373,1.01057847621396,1.02858344804085,80.1518852861456,81.7181506859189,1.56626539977335,80.0011709555604,80.302858764544,81.0168702985934,82.4249568906704,0.845348660882969,2.28718213866373,0.406317315782285,2.72621348376442,broad,original,0.000406317315782285,0.00272621348376442,FALSE,TRUE
31,1886171,0.07969871495027,0.0838441672800052,0.00414545232973523,1.05201404228816,7.22814005452482e-05,0.000355354076521779,0.000363102496451928,0.00434012341377354,0.0795571609672961,0.0798404989495805,0.0831503089884341,0.0845432816615826,0.00343378451399287,0.0048571201454776,1.04310305433672,1.06100115474709,79.69871495027,83.8441672800052,4.14545232973523,79.5571609672961,79.8404989495805,83.1503089884342,84.5432816615826,3.43378451399287,4.8571201454776,3.00038567393939,5.29051898553108,broad,original,0.00300038567393939,0.00529051898553108,FALSE,TRUE
32,1798093,0.0794705241824549,0.0861981896199456,0.0067276654374907,1.08465611000683,7.37012657875513e-05,0.000380508587454516,0.000388092264071121,0.00451713071034576,0.0793261922528154,0.0796150960112687,0.0854553225308088,0.0869469005382009,0.0059670185772327,0.00748831229774871,1.07509558504226,1.09430165405146,79.4705241824549,86.1981896199456,6.7276654374907,79.3261922528154,79.6150960112687,85.4553225308088,86.9469005382009,5.9670185772327,7.48831229774871,5.50379197117596,7.95153890380545,broad,original,0.00550379197117596,0.00795153890380545,FALSE,TRUE
33,1665495,0.0796329133154901,0.0888852754408768,0.00925236212538669,1.11618766336892,8.10380127274949e-05,0.000431775282291473,0.000439864158322228,0.00496999500485154,0.0794742263529356,0.079791889664889,0.0880426390861287,0.0897351829269161,0.0083902442169851,0.0101144800337883,1.10536765131046,1.12711358829791,79.6329133154901,88.8852754408768,9.25236212538669,79.4742263529356,79.791889664889,88.0426390861287,89.7351829269161,8.3902442169851,10.1144800337883,7.86522272068372,10.6395015300897,broad,original,0.00786522272068372,0.0106395015300897,FALSE,TRUE
34,1508275,0.0802593790476681,0.0919127633164956,0.0116533842688276,1.14519654160178,9.0584592060934e-05,0.000490852863274692,0.000499694944488032,0.00546524470682691,0.0800820156500951,0.0804371009168003,0.0909552240593665,0.0928793531959946,0.0106740001743743,0.0126327683632808,1.13299502556499,1.15752945891592,80.2593790476681,91.9127633164957,11.6533842688276,80.0820156500951,80.4371009168003,90.9552240593665,92.8793531959946,10.6740001743743,12.6327683632808,10.0775647010908,13.2292038365643,broad,original,0.0100775647010908,0.0132292038365643,FALSE,TRUE
35,1321363,0.0818580494581832,0.0957794753043291,0.0139214258461459,1.17006789116393,9.88811045235228e-05,0.000540520256924776,0.000550062270963865,0.00577816105825804,0.0816644549025016,0.0820520619455875,0.0947253006899026,0.0968441265452543,0.0128433236058024,0.0149995280864894,1.15689163811697,1.18339421327409,81.8580494581832,95.7794753043291,13.9214258461459,81.6644549025016,82.0520619455875,94.7253006899026,96.8441265452543,12.8433236058024,14.9995280864894,12.1867697332115,15.6560819590802,broad,original,0.0121867697332115,0.0156560819590802,FALSE,TRUE
36,1103345,0.0840701924448141,0.100012737952497,0.015942545507683,1.18963374585051,0.000103712252785166,0.000570368664686647,0.000580351167143985,0.00584230604855493,0.0838671432262594,0.0842736880407125,0.0989003761265711,0.10113620664431,0.014805078121695,0.0170800128936709,1.17608929029117,1.20333418640002,84.0701924448141,100.012737952497,15.942545507683,83.8671432262594,84.2736880407125,98.9003761265712,101.13620664431,14.805078121695,17.0800128936709,14.1123714476245,17.7727195677414,broad,original,0.0141123714476245,0.0177727195677414,FALSE,TRUE
37,882785,0.0868803060611916,0.10459760531535,0.0177172992541581,1.20392768001622,0.000107966363813318,0.000600724354492888,0.000611022851082921,0.00588379900229722,0.0866689289297521,0.0870921495619666,0.103426046182384,0.105780869551589,0.0165197164723046,0.0189148820360116,1.19012369192287,1.21789177759112,86.8803060611916,104.59760531535,17.7172992541581,86.6689289297521,87.0921495619667,103.426046182384,105.780869551589,16.5197164723046,18.9148820360116,15.7904001016016,19.6441984067146,broad,original,0.0157904001016016,0.0196441984067146,FALSE,TRUE
38,688250,0.0902846738931343,0.10955426842587,0.019269594532736,1.21343151281185,0.000118058414897005,0.00067359376313911,0.00068447373998041,0.00629274006658826,0.0900535505836151,0.0905163313766494,0.10824100833633,0.110881480792131,0.0179280506540109,0.020611138411461,1.19855751508509,1.22849009559656,90.2846738931343,109.55426842587,19.269594532736,90.0535505836151,90.5163313766494,108.24100833633,110.881480792131,17.9280506540109,20.611138411461,17.1110633629476,21.4281257025243,broad,original,0.0171110633629476,0.0214281257025243,FALSE,TRUE
39,526483,0.093877633333542,0.1144294003686,0.0205517670350578,1.218920804725,0.000140808379417628,0.000828802366497891,0.000841114837872374,0.00740120684292187,0.0936020173752831,0.094153976554135,0.112814990437625,0.116063890554978,0.0189032122459657,0.0222003218241499,1.20136664802352,1.23673145965541,93.877633333542,114.4294003686,20.5517670350578,93.6020173752831,94.153976554135,112.814990437625,116.063890554978,18.9032122459657,22.2003218241499,17.899258269753,23.2042758003626,broad,original,0.017899258269753,0.0232042758003626,FALSE,TRUE
40,375841,0.0984282819743623,0.120133410083018,0.0217051281086557,1.22051718950362,0.000181251418765174,0.00108855432288497,0.00110381519142525,0.00924920142855744,0.0980736063643124,0.0987840997574498,0.118016188303058,0.122283348819683,0.0195416900878741,0.0238685661294374,1.1985908715079,1.24284461469302,98.4282819743623,120.133410083018,21.7051281086557,98.0736063643124,98.7840997574498,118.016188303058,122.283348819683,19.5416900878741,23.8685661294374,18.2241771864984,25.1860790308131,broad,original,0.0182241771864984,0.0251860790308131,FALSE,TRUE
41,255445,0.102964726343417,0.125549233121356,0.0225845067779384,1.21934217260591,0.000238235827622154,0.00144096218222063,0.00146066513373778,0.0117095354623499,0.102498729034282,0.103432598091624,0.122752097235651,0.12840077779326,0.0197216557223389,0.0254473578335378,1.19167662341844,1.24764999554182,102.964726343417,125.549233121356,22.5845067779384,102.498729034282,103.432598091624,122.752097235651,128.40077779326,19.7216557223389,25.4473578335378,17.9782070243696,27.1908065315071,broad,original,0.0179782070243696,0.0271908065315071,FALSE,TRUE
42,163280,0.108148937104357,0.131479523152695,0.0233305860483378,1.21572644792454,0.000311329491876738,0.0018806727954202,0.001906307454187,0.0145910873816182,0.107540253463776,0.108760646076058,0.127837116918436,0.135209621823766,0.0195942920946711,0.0270668800020046,1.18145152905897,1.25099571148759,108.148937104357,131.479523152695,23.3305860483378,107.540253463776,108.760646076058,127.837116918436,135.209621823766,19.5942920946711,27.0668800020046,17.318925090855,29.3422470058207,broad,original,0.017318925090855,0.0293422470058207,FALSE,TRUE
43,96885,0.112811043668682,0.136598258682377,0.0237872150136947,1.21085892161016,0.000396208252943334,0.00238181413503588,0.00241447807021138,0.0177862575454793,0.112036819559928,0.113589933597563,0.131996778010834,0.141334030470384,0.0190549249546186,0.0285195050727708,1.16937513810056,1.25381434945201,112.811043668682,136.598258682377,23.7872150136947,112.036819559928,113.589933597563,131.996778010834,141.334030470384,19.0549249546186,28.5195050727708,16.1730059229693,31.4014241044201,broad,original,0.0161730059229693,0.0314014241044201,FALSE,TRUE
44,53779,0.118293818979257,0.142501283780672,0.0242074648014147,1.20463845879944,0.000494445072639136,0.00295144412207595,0.00299238927777733,0.0211277029285314,0.117328156189144,0.119266355693791,0.136813875835837,0.148384476857695,0.0183424895892473,0.0300724400135821,1.15577365501181,1.25556921126037,118.293818979257,142.501283780672,24.2074648014147,117.328156189144,119.266355693791,136.813875835837,148.384476857695,18.3424895892473,30.0724400135821,14.7707762172659,33.6441533855635,broad,original,0.0147707762172659,0.0336441533855635,FALSE,TRUE
45,28641,0.123701663566803,0.148228098599984,0.0245264350331812,1.1982708584993,0.00060260160632123,0.00357100311970798,0.00362118649890017,0.0245764099226613,0.122525420347056,0.124887591576956,0.141364659107612,0.155364471462118,0.0174290399140342,0.0316238301523282,1.14191957956387,1.25740295203366,123.701663566803,148.228098599984,24.5264350331812,122.525420347056,124.887591576956,141.364659107612,155.364471462118,17.4290399140342,31.6238301523282,13.1067946979414,35.946075368421,broad,original,0.0131067946979414,0.035946075368421,FALSE,TRUE
15,40161,0.0805324142213769,0.0653297521669361,-0.0152026620544408,0.811223068357917,0.000508348638254708,0.00209036695027329,0.00215197616437077,0.0326224605993968,0.0795416760534236,0.0815343995137929,0.0613502626570793,0.069548245712541,-0.0194204578321962,-0.0109848662766855,0.760977827852767,0.864785861754908,80.5324142213769,65.3297521669361,-15.2026620544408,79.5416760534236,81.5343995137929,61.3502626570793,69.548245712541,-19.4204578321962,-10.9848662766855,-21.9890548057081,-8.41626930317355,broad,combined,-0.0219890548057081,-0.00841626930317355,TRUE,FALSE
16,98382,0.079936338354847,0.0655420605602152,-0.0143942777946319,0.819928231754451,0.00039650076293406,0.00164416352835809,0.00169206675806205,0.0255810303313104,0.0791626524134214,0.0807169230031373,0.0623922871689554,0.0688391705465376,-0.0177106676998709,-0.0110778878893928,0.779832315185451,0.862085722964821,79.9363383548471,65.5420605602152,-14.3942777946319,79.1626524134215,80.7169230031373,62.3922871689554,68.8391705465376,-17.7106676998709,-11.0778878893928,-19.7303171856305,-9.05823840363324,broad,combined,-0.0197303171856305,-0.00905823840363324,TRUE,FALSE
17,195994,0.0811917374785359,0.0670753457818818,-0.0141163916966541,0.826135119963581,0.000299086087947729,0.00124847452964264,0.00128423963554601,0.0189795045195652,0.0806074653414713,0.0817798679276582,0.0646694171367734,0.0695641262673499,-0.0166334551298431,-0.0115993282634651,0.795968170575672,0.857445387475272,81.1917374785359,67.0753457818818,-14.1163916966541,80.6074653414713,81.7798679276582,64.6694171367734,69.5641262673499,-16.6334551298431,-11.5993282634651,-18.1663224987956,-10.0664608945126,broad,combined,-0.0181663224987956,-0.0100664608945126,TRUE,FALSE
18,369890,0.0833934903137295,0.0693507381451548,-0.0140427521685747,0.831608533043223,0.000216463986691867,0.000903615495310597,0.000929439544237382,0.0132888040783896,0.0829702085381426,0.0838187341323968,0.0676004775034846,0.0711428575356956,-0.0158644202010873,-0.0122210841360621,0.810228445621643,0.853552792385234,83.3934903137295,69.3507381451548,-14.0427521685747,82.9702085381426,83.8187341323968,67.6004775034846,71.1428575356955,-15.8644202010873,-12.2210841360621,-16.9737984739124,-11.111705863237,broad,combined,-0.0169737984739124,-0.011111705863237,TRUE,FALSE
19,635199,0.0858689692331273,0.0719017599640269,-0.0139672092691004,0.837342763121093,0.000160677782078215,0.000641109014030061,0.000660176794586563,0.00910175093912381,0.085554569360208,0.0861844155860648,0.0706552940011879,0.0731684842023445,-0.0152611320099191,-0.0126732865282816,0.822537765024468,0.852414238913893,85.8689692331273,71.9017599640269,-13.9672092691004,85.554569360208,86.1844155860648,70.6552940011879,73.1684842023445,-15.2611320099191,-12.6732865282816,-16.0491184870155,-11.8853000511853,broad,combined,-0.0160491184870155,-0.0118853000511853,TRUE,FALSE
20,834055,0.0855390264393655,0.0722928449864189,-0.0132461814529466,0.845144584824844,0.000132408894132942,0.000494928312723051,0.000512176724984162,0.00701711745754904,0.0852798663721558,0.085798900204909,0.0713287840914229,0.0732689078516693,-0.0142500293876353,-0.012242333518258,0.833600625642514,0.856848408322895,85.5390264393655,72.2928449864189,-13.2461814529466,85.2798663721558,85.798900204909,71.3287840914229,73.2689078516693,-14.2500293876353,-12.242333518258,-14.8613631038162,-11.6309998020771,broad,combined,-0.0148613631038162,-0.0116309998020771,TRUE,FALSE
21,972880,0.0842552925478257,0.0719312729120652,-0.0123240196357605,0.853730023799216,0.000126304853500767,0.000464809175786018,0.000482239652358874,0.00664035006378636,0.0840080695666905,0.084503175950768,0.0710255685663093,0.0728476209552667,-0.013269191986301,-0.01137884728522,0.842690850584245,0.864913809175558,84.2552925478257,71.9312729120652,-12.3240196357605,84.0080695666905,84.503175950768,71.0255685663093,72.8476209552667,-13.269191986301,-11.37884728522,-13.844792837307,-10.803246434214,broad,combined,-0.013844792837307,-0.010803246434214,TRUE,FALSE
22,1121260,0.0832258975376137,0.0718195814474384,-0.0114063160901753,0.862947514804268,0.00012149056826511,0.00045675854678521,0.00047330468952965,0.00653324417794694,0.0829880899040638,0.0834643245997375,0.0709294828083165,0.0727199757035782,-0.0123339762353674,-0.0104786559449833,0.851967984119275,0.874068541527035,83.2258975376137,71.8195814474384,-11.4063160901753,82.9880899040638,83.4643245997375,70.9294828083165,72.7199757035782,-12.3339762353674,-10.4786559449833,-12.8989123221155,-9.91371985823518,broad,combined,-0.0128989123221155,-0.00991371985823518,TRUE,FALSE
