age,target_n,rr,rr_lower,rr_upper,contrast,label,evalue_point,evalue_ci_limit,direction,interpretation
37,39582,1.07024415922107,1.04636823803477,1.09466487868371,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.34443095891381,1.26663682756405,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
38,30385,1.07517219846254,1.04913513531161,1.10185544019876,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.35946616231726,1.27618005781308,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
39,22837,1.07782328331063,1.04686048066252,1.10970186715934,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.36744328734329,1.26834724169,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
40,15853,1.07839855044194,1.03975717640821,1.11847598649198,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.36916457863873,1.24307419361081,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
41,10370,1.07723613177548,1.02886566321268,1.12788066031777,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.36568292379633,1.20119932134535,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
42,6233,1.07496849603987,1.01540056300319,1.13803095013116,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.35885011122189,1.1404515139952,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
43,3273,1.0719841482194,1.00024029781962,1.14887394213035,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.34977159540568,1.01574370269282,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
44,1704,1.06797599550124,0.984207965172754,1.15887370081044,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.33741380180471,1,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
45,701,1.06494055985941,0.967537222859383,1.17214962818902,primary,T1 smoking vs abstinence among women who smoked before pregnancy,1.32791933499966,1,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
,29576508,1.01180218019562,1.00595203933569,1.01768634270543,broad,Smoking before pregnancy and in T1 vs neither,1.12107922102758,1.08333075803756,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
15,40161,0.827160210232514,0.776130095537395,0.88154552609915,broad,Smoking before pregnancy and in T1 vs neither,1.71156691678364,1.52479040226833,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
16,98382,0.828337969069059,0.78798905924057,0.870752941243535,broad,Smoking before pregnancy and in T1 vs neither,1.70742042696387,1.56130333328807,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
17,195994,0.830332295119135,0.800175818974289,0.86162528780436,broad,Smoking before pregnancy and in T1 vs neither,1.70041248151959,1.59232503456194,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
18,369890,0.833160364134174,0.811925344945176,0.854950762019951,broad,Smoking before pregnancy and in T1 vs neither,1.69050298033815,1.61512611460607,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
19,635199,0.836982258452265,0.822424981383405,0.851797205607098,broad,Smoking before pregnancy and in T1 vs neither,1.6771616625021,1.62594001406939,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
20,834055,0.841515167307225,0.830313362430933,0.85286809637128,broad,Smoking before pregnancy and in T1 vs neither,1.66140978793192,1.62226465413279,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
21,972880,0.847454534229737,0.8367977281814,0.858247057084331,broad,Smoking before pregnancy and in T1 vs neither,1.64087940561286,1.60385160524978,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
22,1121260,0.855292112585704,0.844710290852417,0.866006494502534,broad,Smoking before pregnancy and in T1 vs neither,1.61395724219943,1.57741453684735,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
23,1242664,0.865380367582343,0.855503518275919,0.875371245820429,broad,Smoking before pregnancy and in T1 vs neither,1.57954297646539,1.54566189576786,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
24,1360984,0.877931836551544,0.86914120131399,0.886811381701277,broad,Smoking before pregnancy and in T1 vs neither,1.5370014958096,1.50701173854844,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
25,1485728,0.893326883197139,0.885245437185992,0.901482105097872,broad,Smoking before pregnancy and in T1 vs neither,1.48502024498359,1.45746165870011,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
26,1599762,0.911806453031841,0.903499205849737,0.920190081416383,broad,Smoking before pregnancy and in T1 vs neither,1.42242246624033,1.39374083561046,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
27,1705131,0.933785307999293,0.924727558215292,0.942931778867057,broad,Smoking before pregnancy and in T1 vs neither,1.34647883757832,1.31386976895744,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
28,1801255,0.959493841159822,0.950033435791418,0.969048452970192,broad,Smoking before pregnancy and in T1 vs neither,1.25197408010735,1.21348990756349,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
29,1867931,0.988373985214793,0.979052781094318,0.997783933116945,broad,Smoking before pregnancy and in T1 vs neither,1.12085507681033,1.04940066162887,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
30,1891101,1.01954121720508,1.01057847621396,1.02858344804085,broad,Smoking before pregnancy and in T1 vs neither,1.16069034534598,1.11397277186401,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
31,1886171,1.05201404228816,1.04310305433672,1.06100115474709,broad,Smoking before pregnancy and in T1 vs neither,1.28593604399667,1.2551429742336,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
32,1798093,1.08465611000683,1.07509558504226,1.09430165405146,broad,Smoking before pregnancy and in T1 vs neither,1.38767882692475,1.3592345157348,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
33,1665495,1.11618766336892,1.10536765131046,1.12711358829791,broad,Smoking before pregnancy and in T1 vs neither,1.4763088047756,1.44664465500855,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
34,1508275,1.14519654160178,1.13299502556499,1.15752945891592,broad,Smoking before pregnancy and in T1 vs neither,1.5529692445809,1.5211737246071,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
35,1321363,1.17006789116393,1.15689163811697,1.18339421327409,broad,Smoking before pregnancy and in T1 vs neither,1.61615194016017,1.58292758053028,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
36,1103345,1.18963374585051,1.17608929029117,1.20333418640002,broad,Smoking before pregnancy and in T1 vs neither,1.66460185363861,1.63116810593349,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
37,882785,1.20392768001622,1.19012369192287,1.21789177759112,broad,Smoking before pregnancy and in T1 vs neither,1.69942155353336,1.66580290121549,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
38,688250,1.21343151281185,1.19855751508509,1.22849009559656,broad,Smoking before pregnancy and in T1 vs neither,1.72233673333234,1.6863921201326,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
39,526483,1.218920804725,1.20136664802352,1.23673145965541,broad,Smoking before pregnancy and in T1 vs neither,1.73549328121445,1.69321537980978,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
40,375841,1.22051718950362,1.1985908715079,1.24284461469302,broad,Smoking before pregnancy and in T1 vs neither,1.73930907491645,1.68647324027538,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
41,255445,1.21934217260591,1.19167662341844,1.24764999554182,broad,Smoking before pregnancy and in T1 vs neither,1.73650091157238,1.66960606526476,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
42,163280,1.21572644792454,1.18145152905897,1.25099571148759,broad,Smoking before pregnancy and in T1 vs neither,1.727843962035,1.64445928974642,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
43,96885,1.21085892161016,1.16937513810056,1.25381434945201,broad,Smoking before pregnancy and in T1 vs neither,1.71615131857726,1.61441791751299,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
44,53779,1.20463845879944,1.15577365501181,1.25556921126037,broad,Smoking before pregnancy and in T1 vs neither,1.70114158831551,1.58008378523209,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
45,28641,1.1982708584993,1.14191957956387,1.25740295203366,broad,Smoking before pregnancy and in T1 vs neither,1.68569489548286,1.54448727154555,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
,30097165,1.03053781673677,1.02543365272609,1.03566738706231,prepregnancy,Prepregnancy smoking vs none,1.20793673158074,1.18692830717967,positive,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
15,40557,0.858646807545762,0.814607825951938,0.905066605819753,prepregnancy,Prepregnancy smoking vs none,1.60248621144516,1.44532195076515,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
16,99756,0.863647017870509,0.828749477522089,0.900014047317144,prepregnancy,Prepregnancy smoking vs none,1.58543944276119,1.46242779032357,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
17,199402,0.869173575292264,0.843050201673815,0.89610642697958,prepregnancy,Prepregnancy smoking vs none,1.5666598657692,1.47563416560421,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
18,378795,0.875080572678044,0.856665130429739,0.89389188549602,prepregnancy,Prepregnancy smoking vs none,1.54664549472204,1.48311269701329,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
19,653855,0.881330583617738,0.868680283965824,0.894165105341036,prepregnancy,Prepregnancy smoking vs none,1.52551641909329,1.48219019807546,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
20,858662,0.887596990907481,0.877811605756596,0.897491458419459,prepregnancy,Prepregnancy smoking vs none,1.50436019231526,1.47095500343402,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
21,1000721,0.894291825279618,0.884948939728093,0.903733348737253,prepregnancy,Prepregnancy smoking vs none,1.48176232687023,1.44983990881802,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
22,1152710,0.901711725143283,0.892444261527707,0.911075425449002,prepregnancy,Prepregnancy smoking vs none,1.45668462796788,1.42491192431137,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
23,1275619,0.910288625859183,0.901660260888127,0.918999559271261,prepregnancy,Prepregnancy smoking vs none,1.42758959487643,1.3978306635035,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
24,1394616,0.920431056185045,0.912755590596942,0.92817106563637,prepregnancy,Prepregnancy smoking vs none,1.39291223144205,1.36613739933255,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
25,1520035,0.932652493131567,0.925565074281416,0.939794183158702,prepregnancy,Prepregnancy smoking vs none,1.35046439194057,1.32515050507467,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
26,1633763,0.947385072846056,0.940065404709872,0.954761734401374,prepregnancy,Prepregnancy smoking vs none,1.29765548824196,1.27015238110096,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
27,1738576,0.965186113842872,0.957215643216466,0.97322295237964,prepregnancy,Prepregnancy smoking vs none,1.22938444631483,1.19565299563652,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
28,1833198,0.986422917351835,0.978137890677413,0.994778119885562,prepregnancy,Prepregnancy smoking vs none,1.13188848261018,1.07789119615458,inverse,"Minimum strength, on the risk-ratio scale, that an unmeasured factor would need with both exposure and outcome (confounding) or with both selection and outcome (selection; Smith and VanderWeele 2019) to move the estimate to the null. Algebraic benchmark, not a validated causal bound."
